subject_index,video_index,y_true,y_pred
0,1,0,4
0,2,0,7
0,3,0,3
0,4,1,2
0,5,1,7
0,6,1,3
0,7,2,4
0,8,2,0
0,9,2,0
0,10,3,3
0,11,3,7
0,12,3,7
0,13,4,1
0,14,4,2
0,15,4,7
0,16,4,2
0,17,5,6
0,18,5,8
0,19,5,0
0,20,6,4
0,21,6,1
0,22,6,7
0,23,7,5
0,24,7,0
0,25,7,0
0,26,8,4
0,27,8,7
0,28,8,0
1,1,0,6
1,2,0,0
1,3,0,7
1,4,1,1
1,5,1,1
1,6,1,1
1,7,2,8
1,8,2,4
1,9,2,7
1,10,3,6
1,11,3,3
1,12,3,4
1,13,4,4
1,14,4,4
1,15,4,8
1,16,4,5
1,17,5,8
1,18,5,2
1,19,5,5
1,20,6,0
1,21,6,4
1,22,6,7
1,23,7,4
1,24,7,3
1,25,7,7
1,26,8,4
1,27,8,4
1,28,8,7
2,1,0,4
2,2,0,4
2,3,0,3
2,4,1,7
2,5,1,1
2,6,1,4
2,7,2,2
2,8,2,3
2,9,2,4
2,10,3,4
2,11,3,6
2,12,3,6
2,13,4,4
2,14,4,4
2,15,4,1
2,16,4,4
2,17,5,4
2,18,5,7
2,19,5,3
2,20,6,6
2,21,6,0
2,22,6,5
2,23,7,7
2,24,7,7
2,25,7,7
2,26,8,3
2,27,8,7
2,28,8,8
3,1,0,7
3,2,0,4
3,3,0,7
3,4,1,7
3,5,1,7
3,6,1,5
3,7,2,7
3,8,2,4
3,9,2,3
3,10,3,7
3,11,3,7
3,12,3,7
3,13,4,7
3,14,4,7
3,15,4,7
3,16,4,7
3,17,5,7
3,18,5,1
3,19,5,6
3,20,6,6
3,21,6,8
3,22,6,6
3,23,7,6
3,24,7,2
3,25,7,6
3,26,8,3
3,27,8,6
3,28,8,6
4,1,0,3
4,2,0,0
4,3,0,8
4,4,1,0
4,5,1,6
4,6,1,7
4,7,2,4
4,8,2,7
4,9,2,3
4,10,3,7
4,11,3,2
4,12,3,8
4,13,4,4
4,14,4,8
4,15,4,6
4,16,4,5
4,17,5,7
4,18,5,8
4,19,5,1
4,20,6,8
4,21,6,7
4,22,6,4
4,23,7,7
4,24,7,6
4,25,7,4
4,26,8,4
4,27,8,3
4,28,8,1
5,1,0,4
5,2,0,8
5,3,0,7
5,4,1,5
5,5,1,5
5,6,1,6
5,7,2,7
5,8,2,0
5,9,2,1
5,10,3,8
5,11,3,3
5,12,3,8
5,13,4,5
5,14,4,6
5,15,4,1
5,16,4,7
5,17,5,7
5,18,5,7
5,19,5,8
5,20,6,1
5,21,6,7
5,22,6,3
5,23,7,3
5,24,7,4
5,25,7,3
5,26,8,1
5,27,8,0
5,28,8,1
6,1,0,5
6,2,0,4
6,3,0,4
6,4,1,5
6,5,1,8
6,6,1,2
6,7,2,0
6,8,2,4
6,9,2,0
6,10,3,3
6,11,3,6
6,12,3,8
6,13,4,4
6,14,4,4
6,15,4,6
6,16,4,2
6,17,5,5
6,18,5,6
6,19,5,6
6,20,6,3
6,21,6,3
6,22,6,6
6,23,7,5
6,24,7,1
6,25,7,7
6,26,8,8
6,27,8,4
6,28,8,5
7,1,0,0
7,2,0,3
7,3,0,4
7,4,1,2
7,5,1,6
7,6,1,7
7,7,2,0
7,8,2,0
7,9,2,5
7,10,3,8
7,11,3,4
7,12,3,8
7,13,4,1
7,14,4,1
7,15,4,6
7,16,4,3
7,17,5,0
7,18,5,8
7,19,5,1
7,20,6,3
7,21,6,6
7,22,6,0
7,23,7,2
7,24,7,2
7,25,7,3
7,26,8,7
7,27,8,6
7,28,8,3
8,1,0,7
8,2,0,0
8,3,0,8
8,4,1,0
8,5,1,2
8,6,1,2
8,7,2,1
8,8,2,4
8,9,2,7
8,10,3,8
8,11,3,3
8,12,3,8
8,13,4,3
8,14,4,1
8,15,4,7
8,16,4,1
8,17,5,4
8,18,5,3
8,19,5,7
8,20,6,8
8,21,6,8
8,22,6,6
8,23,7,6
8,24,7,8
8,25,7,2
8,26,8,7
8,27,8,4
8,28,8,6
9,1,0,0
9,2,0,5
9,3,0,0
9,4,1,5
9,5,1,1
9,6,1,0
9,7,2,2
9,8,2,0
9,9,2,1
9,10,3,7
9,11,3,7
9,12,3,0
9,13,4,8
9,14,4,2
9,15,4,7
9,16,4,5
9,17,5,5
9,18,5,4
9,19,5,3
9,20,6,5
9,21,6,5
9,22,6,5
9,23,7,5
9,24,7,5
9,25,7,7
9,26,8,5
9,27,8,7
9,28,8,7
10,1,0,0
10,2,0,1
10,3,0,8
10,4,1,6
10,5,1,8
10,6,1,0
10,7,2,6
10,8,2,3
10,9,2,4
10,10,3,6
10,11,3,8
10,12,3,1
10,13,4,2
10,14,4,1
10,15,4,4
10,16,4,4
10,17,5,6
10,18,5,8
10,19,5,1
10,20,6,1
10,21,6,4
10,22,6,6
10,23,7,7
10,24,7,0
10,25,7,8
10,26,8,3
10,27,8,0
10,28,8,6
11,1,0,4
11,2,0,6
11,3,0,0
11,4,1,1
11,5,1,8
11,6,1,8
11,7,2,7
11,8,2,8
11,9,2,7
11,10,3,7
11,11,3,4
11,12,3,3
11,13,4,3
11,14,4,7
11,15,4,8
11,16,4,7
11,17,5,4
11,18,5,1
11,19,5,2
11,20,6,7
11,21,6,7
11,22,6,0
11,23,7,7
11,24,7,4
11,25,7,8
11,26,8,2
11,27,8,3
11,28,8,4
12,1,0,1
12,2,0,0
12,3,0,6
12,4,1,3
12,5,1,0
12,6,1,1
12,7,2,0
12,8,2,2
12,9,2,7
12,10,3,0
12,11,3,4
12,12,3,5
12,13,4,1
12,14,4,5
12,15,4,1
12,16,4,4
12,17,5,0
12,18,5,1
12,19,5,6
12,20,6,6
12,21,6,2
12,22,6,8
12,23,7,5
12,24,7,2
12,25,7,0
12,26,8,7
12,27,8,8
12,28,8,1
13,1,0,0
13,2,0,2
13,3,0,0
13,4,1,0
13,5,1,4
13,6,1,7
13,7,2,7
13,8,2,0
13,9,2,1
13,10,3,8
13,11,3,1
13,12,3,6
13,13,4,0
13,14,4,7
13,15,4,8
13,16,4,0
13,17,5,7
13,18,5,2
13,19,5,5
13,20,6,6
13,21,6,6
13,22,6,2
13,23,7,7
13,24,7,7
13,25,7,0
13,26,8,0
13,27,8,4
13,28,8,8
14,1,0,3
14,2,0,0
14,3,0,6
14,4,1,4
14,5,1,7
14,6,1,7
14,7,2,6
14,8,2,4
14,9,2,4
14,10,3,2
14,11,3,3
14,12,3,4
14,13,4,3
14,14,4,5
14,15,4,5
14,16,4,4
14,17,5,6
14,18,5,8
14,19,5,2
14,20,6,8
14,21,6,7
14,22,6,1
14,23,7,8
14,24,7,4
14,25,7,7
14,26,8,4
14,27,8,5
14,28,8,6
15,1,0,4
15,2,0,3
15,3,0,1
15,4,1,0
15,5,1,1
15,6,1,0
15,7,2,6
15,8,2,6
15,9,2,3
15,10,3,6
15,11,3,4
15,12,3,6
15,13,4,6
15,14,4,2
15,15,4,2
15,16,4,8
15,17,5,2
15,18,5,5
15,19,5,4
15,20,6,4
15,21,6,6
15,22,6,2
15,23,7,8
15,24,7,7
15,25,7,1
15,26,8,6
15,27,8,3
15,28,8,4
16,1,0,8
16,2,0,0
16,3,0,0
16,4,1,6
16,5,1,1
16,6,1,0
16,7,2,0
16,8,2,6
16,9,2,4
16,10,3,0
16,11,3,3
16,12,3,7
16,13,4,7
16,14,4,2
16,15,4,1
16,16,4,7
16,17,5,0
16,18,5,2
16,19,5,0
16,20,6,6
16,21,6,6
16,22,6,0
16,23,7,7
16,24,7,8
16,25,7,7
16,26,8,3
16,27,8,8
16,28,8,8
17,1,0,8
17,2,0,7
17,3,0,7
17,4,1,6
17,5,1,5
17,6,1,2
17,7,2,4
17,8,2,4
17,9,2,8
17,10,3,8
17,11,3,0
17,12,3,4
17,13,4,2
17,14,4,2
17,15,4,8
17,16,4,3
17,17,5,2
17,18,5,6
17,19,5,4
17,20,6,1
17,21,6,4
17,22,6,0
17,23,7,1
17,24,7,7
17,25,7,0
17,26,8,8
17,27,8,2
17,28,8,2
18,1,0,4
18,2,0,0
18,3,0,7
18,4,1,7
18,5,1,4
18,6,1,4
18,7,2,7
18,8,2,4
18,9,2,2
18,10,3,0
18,11,3,0
18,12,3,0
18,13,4,4
18,14,4,4
18,15,4,1
18,16,4,0
18,17,5,2
18,18,5,4
18,19,5,0
18,20,6,1
18,21,6,8
18,22,6,6
18,23,7,3
18,24,7,2
18,25,7,4
18,26,8,0
18,27,8,2
18,28,8,2
19,1,0,2
19,2,0,4
19,3,0,6
19,4,1,2
19,5,1,2
19,6,1,8
19,7,2,6
19,8,2,7
19,9,2,7
19,10,3,3
19,11,3,6
19,12,3,2
19,13,4,3
19,14,4,2
19,15,4,4
19,16,4,4
19,17,5,2
19,18,5,0
19,19,5,5
19,20,6,3
